rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
468,5576,7062,3795,9613,417,3303,10155,5777,4254,1961,9559,2481,8182,5186,1358,3841,369,1887,700,6403,399,1757,1069,4939,1124,4829,973,4018,833,577,7738,1812,2701,1227,1312,4339,7385
469,5520,6920,3777,9575,407,3303,10043,5724,4254,1954,9537,2441,8176,5175,1352,3830,351,1875,696,6384,392,1721,1052,4910,1123,4829,958,4014,828,573,7701,1810,2690,1219,1299,4169,7375
470,5510,6809,3730,9513,394,3289,10034,5721,4252,1935,9526,2386,8175,5114,1311,3801,350,1875,696,6374,386,1686,1037,4899,1109,4778,935,3986,788,569,7689,1762,2687,1200,1294,4135,7346
471,5494,6784,3695,9505,376,3203,10020,5698,4167,1892,9489,2377,8160,5108,1308,3740,349,1851,691,6226,377,1683,1031,4765,1084,4770,922,3960,786,555,7680,1758,2668,1200,1291,4130,7346
472,5490,6755,3688,9282,375,3161,9958,5698,4136,1884,9457,2317,8151,5097,1308,3710,348,1817,688,6186,375,1680,1030,4730,1071,4760,863,3960,782,554,7636,1744,2647,1199,1246,4126,7338
473,5479,6734,3681,9220,370,3152,9911,5668,4117,1882,9417,2242,8140,5067,1302,3700,346,1811,687,6137,374,1662,1002,4730,1059,4741,860,3912,772,553,7631,1741,2639,1195,1243,4030,7312
474,5426,6678,3670,9204,361,3151,9905,5641,4099,1858,9372,2231,8112,5022,1301,3669,345,1796,644,6117,373,1647,997,4716,1047,4716,858,3907,744,530,7526,1735,2617,1193,1233,3992,7311
475,5402,6640,3665,9171,341,3142,9892,5616,4065,1828,9304,2223,8073,5011,1270,3644,335,1768,638,6075,372,1602,994,4706,1044,4695,844,3873,741,522,7405,1715,2611,1193,1207,3961,7253
476,5354,6577,3664,9154,334,3126,9883,5582,3961,1823,9274,2218,7992,5006,1268,3634,335,1756,634,6051,369,1587,989,4692,1029,4684,832,3862,736,510,7330,1695,2600,1189,1184,3942,7251
477,5341,6574,3633,9030,333,3102,9857,5575,3961,1822,9271,2210,7971,4927,1262,3588,334,1752,632,6042,360,1548,972,4674,1000,4682,825,3774,708,505,7317,1680,2596,1185,1180,3930,7181
478,5313,6525,3610,9030,333,3096,9705,5571,3955,1801,9213,2181,7971,4898,1262,3545,333,1743,624,6025,340,1539,959,4655,993,4596,824,3757,705,501,7313,1659,2589,1162,1177,3887,7158
479,5234,6510,3600,8909,333,3057,9663,5554,3937,1773,9062,2170,7962,4875,1232,3544,333,1725,620,5980,335,1539,955,4649,983,4592,822,3749,700,494,7281,1655,2585,1152,1161,3818,7142
480,5220,6476,3522,8761,333,3056,9657,5474,3918,1746,9053,2151,7919,4872,1225,3538,333,1714,615,5945,333,1513,949,4647,978,4585,816,3744,692,489,7263,1646,2548,1146,1156,3788,7127
481,5182,6431,3517,8633,333,3033,9631,5466,3879,1722,8993,2137,7914,4851,1217,3498,333,1692,610,5875,333,1507,946,4610,978,4533,806,3726,689,482,7261,1626,2538,1115,1149,3780,7071
482,5179,6397,3517,8624,333,2995,9598,5463,3867,1709,8980,2097,7807,4842,1211,3477,333,1668,605,5860,333,1501,943,4592,972,4518,806,3695,677,482,7193,1570,2506,1065,1148,3746,6960
483,5135,6388,3514,8616,333,2981,9467,5462,3864,1685,8966,2045,7777,4841,1188,3448,333,1667,590,5822,333,1501,938,4585,970,4513,803,3693,667,482,7149,1520,2498,1064,1146,3725,6952
484,5131,6383,3500,8614,333,2981,9409,5461,3837,1656,8866,2027,7763,4831,1134,3426,333,1647,590,5818,333,1458,936,4585,942,4482,788,3671,663,468,7131,1503,2491,1063,1118,3720,6921
485,5126,6331,3478,8609,326,2977,9394,5434,3792,1655,8863,2018,7614,4799,1115,3410,332,1640,587,5787,333,1455,891,4579,926,4461,769,3641,655,458,7127,1458,2485,1051,1114,3713,6880
486,5071,6278,3460,8606,324,2977,9367,5334,3742,1654,8852,1974,7609,4758,1114,3391,325,1603,583,5726,333,1436,887,4579,918,4447,768,3638,654,454,7115,1453,2472,1051,1108,3705,6803
487,5054,6272,3459,8588,323,2957,9359,5332,3724,1646,8765,1953,7587,4747,1108,3378,320,1584,579,5709,328,1392,878,4556,874,4363,760,3621,649,453,7111,1453,2464,1017,1087,3686,6792
488,5011,6256,3456,8572,322,2956,9235,5328,3719,1604,8763,1943,7568,4735,1104,3315,313,1578,579,5664,328,1378,854,4514,873,4311,760,3610,644,442,7081,1452,2441,1011,1071,3667,6730
489,4989,6236,3423,8553,321,2946,9224,5322,3711,1600,8613,1940,7530,4716,1094,3309,309,1569,574,5661,321,1362,804,4493,862,4302,756,3587,624,440,7031,1428,2423,1006,1064,3657,6681
490,4946,6189,3401,8546,321,2934,9041,5274,3694,1592,8594,1918,7514,4664,1093,3205,301,1550,574,5616,320,1353,784,4487,856,4278,754,3585,620,437,7008,1427,2419,992,1041,3630,6672
491,4890,6105,3369,8544,313,2924,8986,5229,3664,1591,8579,1915,7502,4659,1086,3167,296,1538,567,5476,313,1346,784,4480,843,4258,739,3564,618,437,6981,1416,2409,991,1040,3594,6639
492,4802,6031,3337,8452,312,2910,8918,5205,3584,1566,8578,1903,7490,4649,1074,3151,293,1537,566,5472,313,1342,779,4476,842,4217,732,3554,613,433,6900,1400,2406,983,1000,3575,6638
493,4728,6025,3276,8443,305,2904,8813,5197,3580,1566,8572,1886,7480,4624,1042,3115,287,1536,545,5430,310,1337,763,4470,825,4157,727,3553,607,427,6853,1397,2390,940,993,3507,6560
494,4727,5878,3265,8442,297,2895,8651,5183,3570,1529,8509,1881,7461,4615,1039,3084,267,1517,544,5428,310,1335,761,4450,821,4157,715,3513,605,427,6833,1384,2373,936,984,3497,6554
495,4716,5837,3231,8381,287,2885,8635,5148,3569,1525,8505,1822,7419,4592,1033,3061,262,1501,501,5400,299,1331,757,4391,808,4103,713,3511,601,425,6809,1380,2366,926,980,3483,6548
496,4599,5825,3219,8372,285,2875,8622,5121,3555,1510,8480,1821,7393,4585,1001,3035,256,1498,500,5358,292,1330,750,4387,805,4010,706,3511,597,422,6742,1378,2364,914,969,3471,6529
497,4585,5820,3206,8363,284,2872,8442,5117,3554,1488,8409,1806,7284,4585,996,2998,254,1485,497,5271,289,1323,748,4381,792,3984,706,3437,584,421,6672,1375,2356,884,952,3470,6518
498,4578,5766,3202,8316,281,2777,8388,5077,3528,1469,8405,1804,7281,4508,990,2997,251,1438,496,5262,289,1313,738,4380,788,3969,706,3409,576,408,6640,1360,2336,880,951,3461,6444
499,4546,5764,3197,8267,279,2738,8296,5040,3507,1449,8395,1792,7041,4488,967,2955,246,1435,493,5255,288,1310,730,4367,782,3943,700,3401,551,401,6607,1358,2334,879,950,3434,6439
500,4511,5710,3182,8199,272,2705,8242,5023,3483,1448,8351,1736,7029,4467,965,2951,245,1428,487,5173,286,1304,722,4367,767,3933,696,3398,532,401,6578,1354,2303,875,947,3430,6436
